SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
24.15,15,49724,23,22,ack,55,16,1547,16092,885060,Router,Switch2,5.901765,5.901765,5.911768,0,328.206042,18051.3,55,0.008441,0,5.891762,5.921771,1.030045,50.060221,Normal
24.11,11,402172,23,22,ack,55,12,11647,16103,885665,Router,Switch2,36.486554,36.486554,36.496558,0,328.522947,18068.8,55,0.008446,0,36.476551,36.506561,1.030019,50.046382,Normal
10,24.1,129787,23,24,tcp,1540,11,4051,16103,24798600,Router,server1,13.458125,13.458125,13.468248,0,328.561898,505985,1540,0.236498,0,13.437878,13.468248,1,50.010552,Normal
9,24.9,273555,23,24,tcp,1540,10,8403,16085,24770900,Router,server1,26.629554,26.630477,26.6406,0.000923,328.063862,505218,1540,0.236234,0.001599,26.60863,26.6406,1,50.030088,Normal
8,24.8,161670,21,23,tcp,1540,9,5046,16088,24775500,Switch1,Router,16.445443,16.445443,16.455566,0,328.11323,505294,1540,0.236278,0,16.43532,16.465689,1,50.031854,Normal
4.1,24.24,532576,21,23,cbr,1000,25,2685,6250,6250000,Switch1,Router,46.49008,46.490426,46.500506,0.000346,124.942826,124943,1000,0.059605,0.000789,46.48,46.511029,25,75.02288,Normal
24.15,15,390996,22,15,ack,55,16,11359,16092,885060,Switch2,clien-15,35.638669,35.638669,35.648672,0,328.206042,18051.3,55,0.008441,0,35.618662,35.648672,1.030045,50.060221,Normal
14,24.14,293978,22,23,tcp,1540,15,8927,16103,24798600,Switch2,Router,28.18657,28.187123,28.197246,0.000553,328.431807,505785,1540,0.236498,0.0016,28.176446,28.208416,1,50.029965,Normal
7,24.7,360864,21,23,tcp,1540,8,10607,16090,24778600,Switch1,Router,33.317809,33.317809,33.327932,0,328.167486,505378,1540,0.236307,0,33.307686,33.338055,1,50.029842,Normal
7,24.7,421173,23,24,tcp,1540,8,12123,16090,24778600,Router,server1,37.955754,37.955754,37.965877,0,328.167486,505378,1540,0.236307,0,37.935508,37.965877,1,50.029842,Normal
24.7,7,327630,23,21,ack,55,8,9759,16090,884950,Router,Switch1,30.767814,30.767814,30.777818,0,328.167767,18049.2,55,0.00844,0,30.757811,30.787821,1.030051,50.059851,Normal
7,24.7,504991,21,23,tcp,1540,8,14234,16090,24778600,Switch1,Router,44.373184,44.373184,44.383307,0,328.167486,505378,1540,0.236307,0.001587,44.363061,44.395018,1,50.029842,Normal
24.13,13,282121,24,23,ack,55,14,8618,16103,885665,server1,Router,27.266312,27.266312,27.276315,0,328.460278,18065.3,55,0.008446,0,27.266312,27.296322,1.030032,50.055747,Normal
16.1,24.36,625819,23,24,cbr,1000,37,5467,6250,6250000,Router,server1,68.75664,68.7572,68.76728,0.00056,124.941827,124942,1000,0.059605,0.00104,68.736,68.76728,25,75.02328,Normal
9.2,24.51,10369,9,21,cbr,692,30,401,9108,6302740,client-9,switch1,10.654857,10.655457,10.665513,0.0006,1016.496869,703416,692,0.060108,0.036757,10.654857,10.691614,1,9.960185,UDP-Flood
24.5,5,91230,21,5,ack,55,6,2840,16091,885005,Switch1,clien-5,9.822864,9.822864,9.832867,0,328.204851,18051.3,55,0.00844,0,9.802858,9.832867,1.030042,50.057349,Normal
3.2,24.45,73272,23,24,cbr,1500,24,2665,8655,12982500,router,server1,69.472789,69.472909,69.483029,0.00012,962.684973,1444030,1500,0.123811,0.0306,69.452429,69.483029,1,9.99048,UDP-Flood
3,24.3,344087,23,24,tcp,1540,4,10187,16091,24780100,Router,server1,32.040057,32.04123,32.051354,0.001173,328.240918,505490,1540,0.236321,0.001173,32.01981,32.051354,1,50.02192,Normal
24.5,5,220766,23,21,ack,55,6,6874,16091,885005,Router,Switch1,22.008104,22.008104,22.018107,0,328.204851,18051.3,55,0.00844,0,21.998101,22.02811,1.030042,50.057349,Normal
19.1,24.39,604412,23,24,cbr,1000,40,4403,6250,6250000,Router,server1,60.24488,60.24568,60.25576,0.0008,124.940628,124941,1000,0.059605,0.00152,60.224,60.25576,25,75.02376,Normal
24.15,15,100960,22,15,ack,55,16,3144,16092,885060,Switch2,clien-15,10.741734,10.741734,10.751738,0,328.206042,18051.3,55,0.008441,0,10.721728,10.751738,1.030045,50.060221,Normal
24.11,11,307708,23,22,ack,55,12,9265,16103,885665,Router,Switch2,29.240272,29.240272,29.250275,0,328.522947,18068.8,55,0.008446,0,29.230269,29.260278,1.030019,50.046382,Normal
1,24.1,567512,23,24,tcp,1540,2,15819,16091,24780100,Router,server1,49.178593,49.178593,49.188717,0,328.297855,505578,1540,0.236321,0,49.158347,49.188717,1,50.013418,Normal
5.2,24.47,22412,21,23,cbr,692,26,863,9108,6302740,switch1,router,21.929513,21.932088,21.942143,0.002575,1016.522962,703434,692,0.060108,0.036526,21.918857,21.955383,1,9.959955,UDP-Flood
12,24.12,378451,23,24,tcp,1540,13,11061,16103,24798600,Router,server1,34.677126,34.678156,34.688279,0.00103,328.491489,505876,1540,0.236498,0.001231,34.656679,34.688279,1,50.021057,Normal
0,24,391633,23,24,tcp,1540,1,11384,16091,24780100,Router,server1,35.687324,35.688131,35.698254,0.000807,328.316229,505606,1540,0.236321,0.000807,35.667078,35.698254,1,50.010675,Normal
6,24.6,80864,23,24,tcp,1540,7,2526,16091,24780100,Router,server1,8.845517,8.845517,8.85564,0,328.192835,505416,1540,0.236321,0,8.82527,8.85564,1,50.029102,Normal
20,25,72303,20,21,tcp,55,0,44,7085,389675,clienthttp,switch1,68.542253,68.542253,68.572893,0,94.7212,5209.67,55,0.003716,0.071283,68.542253,68.613536,1.201267,75.999728,SIDDOS
11.1,24.31,539365,23,24,cbr,1000,32,2750,6250,6250000,Router,server1,47.02024,47.020384,47.030464,0.000144,124.943825,124944,1000,0.059605,0.000224,47,47.030464,25,75.02248,Normal
10.2,24.52,32262,10,22,cbr,1500,31,1172,8655,12982500,client-10,switch2,31.052286,31.052526,31.062646,0.00024,962.684973,1444030,1500,0.123811,0.090874,31.052286,31.14316,1,9.99048,UDP-Flood
24.14,14,48276,24,23,ack,55,15,1491,16103,885665,server1,Router,5.752154,5.752154,5.762157,0,328.432001,18063.8,55,0.008446,0,5.752154,5.782163,1.030038,50.059974,Smurf
5,24.5,232808,23,24,tcp,1540,6,7263,16091,24780100,Router,server1,23.153832,23.153832,23.163955,0,328.204637,505434,1540,0.236321,0,23.133585,23.163955,1,50.027339,Normal
24.6,6,156644,24,23,ack,55,7,4875,16091,885005,server1,Router,15.963217,15.963217,15.97322,0,328.19309,18050.6,55,0.00844,0,15.963217,15.993226,1.030048,50.059112,UDP-Flood
8.2,24.5,50553,23,24,cbr,1500,29,1934,9108,13662000,router,server1,48.1258,48.138828,48.148948,0.013028,1016.516723,1524780,1500,0.130291,0.044948,48.104,48.148948,1,9.96001,UDP-Flood
24.12,12,228995,23,22,ack,55,13,7133,16103,885665,Router,Switch2,22.78367,22.78367,22.793674,0,328.491596,18067,55,0.008446,0,22.773667,22.803677,1.030026,50.051067,Normal
24.2,2,17423,23,21,ack,55,3,535,16091,885005,Router,Switch1,2.858658,2.858658,2.868661,0,328.26412,18054.5,55,0.00844,0,2.848654,2.878664,1.030022,50.048477,Normal
15.2,24.57,62604,15,22,cbr,1500,36,2277,8655,12982500,client-15,switch2,59.435,59.43524,59.44536,0.00024,962.684973,1444030,1500,0.123811,0.032711,59.435,59.467711,1,9.99048,UDP-Flood
10.1,24.3,444149,10,22,cbr,1000,31,1837,6250,6250000,clien-10,Switch2,39.696,39.696,39.70608,0,124.944225,124944,1000,0.059605,0.000112,39.696,39.726352,25,75.02232,Normal
19.1,24.39,273654,19,22,cbr,1000,40,202,6250,6250000,clien-19,Switch2,26.616,26.616,26.62608,0,124.940628,124941,1000,0.059605,0.001546,26.616,26.647786,25,75.02376,Normal
24.12,12,32970,24,23,ack,55,13,1027,16103,885665,server1,Router,4.31525,4.31525,4.325253,0,328.491596,18067,55,0.008446,0,4.31525,4.345259,1.030026,50.051067,Normal
24,0,79801,23,21,ack,55,1,2489,16091,885005,Router,Switch1,8.738232,8.738232,8.748235,0,328.316229,18057.4,55,0.00844,0,8.728229,8.758238,1.03001,50.040685,Normal
24.14,14,353112,24,23,ack,55,15,10408,16103,885665,server1,Router,32.71246,32.71246,32.722463,0,328.432001,18063.8,55,0.008446,0,32.71246,32.742469,1.030038,50.059974,Normal
10,24.1,371825,23,24,tcp,1540,11,10897,16103,24798600,Router,server1,34.170487,34.170487,34.18061,0,328.561898,505985,1540,0.236498,0,34.150241,34.18061,1,50.010552,Normal
9,24.9,76886,9,21,tcp,1540,10,2392,16085,24770900,clien-9,Switch1,8.452646,8.452646,8.46277,0,328.063862,505218,1540,0.236234,0,8.452646,8.483016,1,50.030088,Normal
4,24.4,12877,21,23,tcp,1540,5,406,16091,24780100,Switch1,Router,2.432614,2.432618,2.442741,0.000004,328.217832,505455,1540,0.236321,0.000244,2.422491,2.453104,1,50.025368,Normal
24.5,5,132247,24,23,ack,55,6,4116,16091,885005,server1,Router,13.66622,13.66622,13.676223,0,328.204851,18051.3,55,0.00844,0,13.66622,13.696229,1.030042,50.057349,Normal
13,24.13,473293,13,22,tcp,1540,14,13447,16103,24798600,clien-13,Switch2,41.931211,41.931211,41.941334,0,328.460131,505828,1540,0.236498,0.00135,41.931211,41.962931,1,50.025737,Normal
9,24.9,274910,9,21,tcp,1540,10,8438,16085,24770900,clien-9,Switch1,26.712147,26.712147,26.72227,0,328.063862,505218,1540,0.236234,0.001601,26.712147,26.744117,1,50.030088,Normal
10.1,24.3,548025,10,22,cbr,1000,31,2833,6250,6250000,clien-10,Switch2,47.664,47.664,47.67408,0,124.944225,124944,1000,0.059605,0.000098,47.664,47.694338,25,75.02232,Normal
24.14,14,451501,22,14,ack,55,15,12886,16103,885665,Switch2,clien-14,40.280802,40.280802,40.290805,0,328.432001,18063.8,55,0.008446,0,40.260795,40.290805,1.030038,50.059974,Normal
18.1,24.38,590517,23,24,cbr,1000,39,3714,6250,6250000,Router,server1,54.7328,54.73352,54.7436,0.00072,124.941028,124941,1000,0.059605,0.00136,54.712,54.7436,25,75.0236,Normal
6.2,24.48,24753,21,23,cbr,1500,27,996,9588,14382000,switch1,router,24.095977,24.095977,24.106097,0,1066.08599,1599130,1500,0.137157,0.054362,24.085857,24.140219,1,9.993646,UDP-Flood
7.2,24.49,15760,21,23,cbr,692,28,635,9588,6634900,switch1,router,15.659273,15.659753,15.669808,0.00048,1066.08599,737732,692,0.063275,0.031071,15.648857,15.679928,1,9.993646,UDP-Flood
13,24.13,160878,22,23,tcp,1540,14,5029,16103,24798600,Switch2,Router,16.374457,16.374457,16.38458,0,328.460131,505828,1540,0.236498,0,16.364334,16.394703,1,50.025737,Normal
11,24.11,541432,22,23,tcp,1540,12,15170,16103,24798600,Switch2,Router,47.169424,47.169424,47.179547,0,328.522879,505925,1540,0.236498,0,47.159301,47.18967,1,50.016373,Normal
8,24.8,442703,23,24,tcp,1540,9,12668,16088,24775500,Router,server1,39.605373,39.606488,39.616611,0.001115,328.11323,505294,1540,0.236278,0.001723,39.584519,39.616611,1,50.031854,Normal
24.6,6,493037,21,6,ack,55,7,13926,16091,885005,Switch1,clien-6,43.467978,43.467978,43.477981,0,328.19309,18050.6,55,0.00844,0,43.447971,43.477981,1.030048,50.059112,Normal
7,24.7,345467,21,23,tcp,1540,8,10218,16090,24778600,Switch1,Router,32.137088,32.137088,32.147211,0,328.167486,505378,1540,0.236307,0,32.126965,32.157334,1,50.029842,Normal
6,24.6,367617,23,24,tcp,1540,7,10779,16091,24780100,Router,server1,33.846671,33.846801,33.856924,0.00013,328.192835,505416,1540,0.236321,0.00013,33.826425,33.856924,1,50.029102,Normal
24,0,255457,24,23,ack,55,1,7943,16091,885005,server1,Router,25.219253,25.219253,25.229256,0,328.316229,18057.4,55,0.00844,0,25.219253,25.249262,1.03001,50.040685,Normal
18.1,24.38,594848,22,23,cbr,1000,39,3929,6250,6250000,Switch2,Router,56.44208,56.44272,56.4528,0.00064,124.941028,124941,1000,0.059605,0.00136,56.432,56.4636,25,75.0236,Normal
3,24.3,230866,21,23,tcp,1540,4,7206,16091,24780100,Switch1,Router,22.961216,22.961216,22.971339,0,328.240918,505490,1540,0.236321,0,22.951092,22.981462,1,50.02192,Normal
14.1,24.34,504317,22,23,cbr,1000,35,2414,6250,6250000,Switch2,Router,44.32208,44.3224,44.33248,0.00032,124.942626,124943,1000,0.059605,0.000709,44.312,44.342949,25,75.02296,Normal
24.8,8,424018,24,23,ack,55,9,12185,16088,884840,server1,Router,38.153018,38.153018,38.163021,0,328.113525,18046.2,55,0.008438,0,38.153018,38.183027,1.030054,50.061864,UDP-Flood
2.1,24.22,551463,2,21,cbr,1000,23,2866,6250,6250000,clien-2,Switch1,47.928,47.928,47.93808,0,124.943625,124944,1000,0.059605,0.000627,47.928,47.958867,25,75.02256,Normal
24.3,3,492917,23,21,ack,55,4,13925,16091,885005,Router,Switch1,43.448232,43.448232,43.458235,0,328.241051,18053.3,55,0.00844,0,43.438229,43.468238,1.030029,50.051929,Normal
24.5,5,121986,24,23,ack,55,6,3796,16091,885005,server1,Router,12.700074,12.700074,12.710077,0,328.204851,18051.3,55,0.00844,0,12.700074,12.730083,1.030042,50.057349,Normal
12,24.12,48049,22,23,tcp,1540,13,1505,16103,24798600,Switch2,Router,5.743488,5.743488,5.753611,0,328.491489,505876,1540,0.236498,0,5.733365,5.763734,1,50.021057,Normal
15,24.15,515039,22,23,tcp,1540,16,14492,16092,24781700,Switch2,Router,45.145022,45.145022,45.155146,0,328.205808,505437,1540,0.236337,0,45.134899,45.165269,1,50.030211,Normal
24.12,12,481107,24,23,ack,55,13,13638,16103,885665,server1,Router,42.53245,42.53245,42.542453,0,328.491596,18067,55,0.008446,0,42.53245,42.562459,1.030026,50.051067,Normal
25.1,26,5275,25,26,tcp,55,1,44,5630,309650,webcache,webserverlistin,5.95632,5.95632,5.98696,0,656.270166,36094.9,55,0.002953,0.03064,5.95632,5.98696,1.417136,9.99592,Normal
6,24.6,301720,23,24,tcp,1540,7,9113,16091,24780100,Router,server1,28.790752,28.790875,28.800998,0.000123,328.192835,505416,1540,0.236321,0.000123,28.770506,28.800998,1,50.029102,Normal
24.12,12,447500,24,23,ack,55,13,12790,16103,885665,server1,Router,39.952443,39.952443,39.962446,0,328.491596,18067,55,0.008446,0,39.952443,39.982453,1.030026,50.051067,Normal
25.1,26,20977,25,26,tcp,55,1,44,5630,309650,webcache,webserverlistin,20.545248,20.545248,20.575888,0,656.270166,36094.9,55,0.002953,0.03064,20.545248,20.575888,1.417136,9.99592,Normal
9,24.9,408558,9,21,tcp,1540,10,11806,16085,24770900,clien-9,Switch1,36.967107,36.967107,36.977231,0,328.063862,505218,1540,0.236234,0,36.967107,36.997477,1,50.030088,Normal
24.12,12,90646,24,23,ack,55,13,2826,16103,885665,server1,Router,9.749501,9.749501,9.759504,0,328.491596,18067,55,0.008446,0,9.749501,9.77951,1.030026,50.051067,Normal
24.6,6,107908,24,23,ack,55,7,3351,16091,885005,server1,Router,11.373456,11.373456,11.383459,0,328.19309,18050.6,55,0.00844,0,11.373456,11.403466,1.030048,50.059112,Normal
6.1,24.26,303445,6,21,cbr,1000,27,488,6250,6250000,clien-6,Switch1,28.904,28.904,28.91408,0,124.942027,124942,1000,0.059605,0.001278,28.904,28.935518,25,75.0232,Normal
13.1,24.33,634808,13,22,cbr,1000,34,5913,6250,6250000,clien-13,Switch2,72.304,72.304,72.31408,0,124.943026,124943,1000,0.059605,0.00056,72.304,72.3348,25,75.0228,Normal
7,24.7,88388,21,23,tcp,1540,8,2760,16090,24778600,Switch1,Router,9.546146,9.546146,9.556269,0,328.167486,505378,1540,0.236307,0,9.536022,9.566392,1,50.029842,Normal
6.1,24.26,621391,6,21,cbr,1000,27,5248,6250,6250000,clien-6,Switch1,66.984,66.984,66.99408,0,124.942027,124942,1000,0.059605,0.00096,66.984,67.0152,25,75.0232,Normal
0.1,24.2,635382,21,23,cbr,1000,21,5942,6250,6250000,Switch1,Router,72.54608,72.54608,72.55616,0,124.944425,124944,1000,0.059605,0,72.536,72.56624,25,75.02224,Normal
24.9,9,416582,23,21,ack,55,10,11993,16085,884675,Router,Switch1,37.592381,37.592381,37.602385,0,328.064183,18043.5,55,0.008437,0,37.582378,37.612388,1.030058,50.060098,Normal
20,25,68396,23,25,tcp,55,0,44,7085,389675,router,webcache,64.923392,64.923392,64.954032,0,94.7212,5209.67,55,0.003716,0.071283,64.882749,64.954032,1.201267,75.999728,SIDDOS
4,24.4,432583,21,23,tcp,1540,5,12415,16091,24780100,Switch1,Router,38.818863,38.819293,38.829416,0.00043,328.217832,505455,1540,0.236321,0.0016,38.808739,38.840709,1,50.025368,Normal
4,24.4,523562,23,24,tcp,1540,5,14706,16091,24780100,Router,server1,45.807463,45.807586,45.817709,0.000123,328.217832,505455,1540,0.236321,0.000123,45.787216,45.817709,1,50.025368,Normal
8,24.8,65995,21,23,tcp,1540,9,2060,16088,24775500,Switch1,Router,7.435214,7.435214,7.445338,0,328.11323,505294,1540,0.236278,0.000123,7.425091,7.455584,1,50.031854,Normal
24.12,12,290032,23,22,ack,55,13,8820,16103,885665,Router,Switch2,27.883888,27.883888,27.893891,0,328.491596,18067,55,0.008446,0,27.873885,27.903894,1.030026,50.051067,Normal
5,24.5,209731,21,23,tcp,1540,6,6544,16091,24780100,Switch1,Router,20.970427,20.970427,20.98055,0,328.204637,505434,1540,0.236321,0,20.960304,20.990673,1,50.027339,Normal
24.7,7,190016,21,7,ack,55,8,5915,16090,884950,Switch1,clien-7,19.12545,19.12545,19.135453,0,328.167767,18049.2,55,0.00844,0,19.105443,19.135453,1.030051,50.059851,Normal
1,24.1,326082,23,24,tcp,1540,2,9735,16091,24780100,Router,server1,30.658879,30.658879,30.669002,0,328.297855,505578,1540,0.236321,0,30.638633,30.669002,1,50.013418,Normal
18.2,24.6,31178,23,24,cbr,1192,39,1134,8655,10316800,router,server1,30.079972,30.134286,30.144382,0.054314,962.684973,1147520,1192,0.098389,0.119525,30.024857,30.144382,1,9.99048,UDP-Flood
8,24.8,159090,8,21,tcp,1540,9,4963,16088,24775500,clien-8,Switch1,16.192694,16.192694,16.202817,0,328.11323,505294,1540,0.236278,0,16.192694,16.223064,1,50.031854,Normal
24.15,15,546809,24,23,ack,55,16,15287,16092,885060,server1,Router,47.569435,47.569435,47.579438,0,328.206042,18051.3,55,0.008441,0,47.569435,47.599445,1.030045,50.060221,Normal
12,24.12,84571,23,24,tcp,1540,13,2649,16103,24798600,Router,server1,9.196827,9.196827,9.20695,0,328.491489,505876,1540,0.236498,0,9.176581,9.20695,1,50.021057,Normal
9,24.9,43752,23,24,tcp,1540,10,1369,16085,24770900,Router,server1,5.346853,5.346853,5.356976,0,328.063862,505218,1540,0.236234,0,5.326606,5.356976,1,50.030088,Normal
10,24.1,463931,22,23,tcp,1540,11,13222,16103,24798600,Switch2,Router,41.224574,41.224574,41.234698,0,328.561898,505985,1540,0.236498,0,41.214451,41.244821,1,50.010552,Normal
24.3,3,1596,24,23,ack,55,4,44,16091,885005,server1,Router,1.363814,1.363814,1.373818,0,328.241051,18053.3,55,0.00844,0,1.363814,1.393824,1.030029,50.051929,Normal
24.15,15,222170,22,15,ack,55,16,6923,16092,885060,Switch2,clien-15,22.153444,22.153444,22.163447,0,328.206042,18051.3,55,0.008441,0,22.133438,22.163447,1.030045,50.060221,Normal
24.2,2,393707,23,21,ack,55,3,11427,16091,885005,Router,Switch1,35.836774,35.836774,35.846778,0,328.26412,18054.5,55,0.00844,0,35.826771,35.856781,1.030022,50.048477,Normal
8,24.8,236534,21,23,tcp,1540,9,7371,16088,24775500,Switch1,Router,23.49485,23.49485,23.504973,0,328.11323,505294,1540,0.236278,0,23.484726,23.515096,1,50.031854,Normal
4.1,24.24,415237,21,23,cbr,1000,25,1560,6250,6250000,Switch1,Router,37.49008,37.4904,37.50048,0.00032,124.942826,124943,1000,0.059605,0.000712,37.48,37.510952,25,75.02288,Normal
1,24.1,47835,23,24,tcp,1540,2,1494,16091,24780100,Router,server1,5.733283,5.733283,5.743406,0,328.297855,505578,1540,0.236321,0,5.713037,5.743406,1,50.013418,Normal
24.12,12,256204,24,23,ack,55,13,7970,16103,885665,server1,Router,25.276798,25.276798,25.286802,0,328.491596,18067,55,0.008446,0,25.276798,25.306808,1.030026,50.051067,Normal
26,25.1,4628,26,25,ack,576,1,220833,5628,3241730,webserverlistin,webcache,5.277328,5.391792,5.431008,0.114464,658.090443,379060,576,0.030916,0.15368,5.277328,5.431008,1.447776,9.999792,Normal
24,0,340451,24,23,ack,55,1,10090,16091,885005,server1,Router,31.741388,31.741388,31.751391,0,328.316229,18057.4,55,0.00844,0,31.741388,31.771398,1.03001,50.040685,Normal
5,24.5,102437,5,21,tcp,1540,6,3194,16091,24780100,clien-5,Switch1,10.857835,10.857835,10.867958,0,328.204637,505434,1540,0.236321,0,10.857835,10.888205,1,50.027339,Normal
24.15,15,7890,24,23,ack,55,16,236,16092,885060,server1,Router,1.952083,1.952083,1.962086,0,328.206042,18051.3,55,0.008441,0,1.952083,1.982093,1.030045,50.060221,Normal
10,24.1,142665,22,23,tcp,1540,11,4460,16103,24798600,Switch2,Router,14.65805,14.65805,14.668173,0,328.561898,505985,1540,0.236498,0,14.647926,14.678296,1,50.010552,Normal
0.1,24.2,605853,0,21,cbr,1000,21,4476,6250,6250000,clien-0,Switch1,60.808,60.808,60.81808,0,124.944425,124944,1000,0.059605,0,60.808,60.83824,25,75.02224,Normal
8,24.8,252800,21,23,tcp,1540,9,7884,16088,24775500,Switch1,Router,25.01912,25.01992,25.030043,0.0008,328.11323,505294,1540,0.236278,0.003077,25.008997,25.042443,1,50.031854,Normal
2,24.2,476649,2,21,tcp,1540,3,13524,16091,24780100,clien-2,Switch1,42.189888,42.189888,42.200011,0,328.26404,505526,1540,0.236321,0,42.189888,42.220258,1,50.018467,Normal
16.1,24.36,598137,16,22,cbr,1000,37,4092,6250,6250000,clien-16,Switch2,57.736,57.736,57.74608,0,124.941827,124942,1000,0.059605,0.00104,57.736,57.76728,25,75.02328,Normal
24.2,2,18965,23,21,ack,55,3,588,16091,885005,Router,Switch1,3.005534,3.005534,3.015538,0,328.26412,18054.5,55,0.00844,0,2.995531,3.025541,1.030022,50.048477,Normal
9,24.9,212204,23,24,tcp,1540,10,6622,16085,24770900,Router,server1,21.215131,21.215131,21.225254,0,328.063862,505218,1540,0.236234,0,21.194885,21.225254,1,50.030088,Normal
24.15,15,112394,24,23,ack,55,16,3502,16092,885060,server1,Router,11.795987,11.795987,11.80599,0,328.206042,18051.3,55,0.008441,0,11.795987,11.825997,1.030045,50.060221,Normal
24.18,16,69788,22,16,ping,64,0,-1,210,13440,switch2,client-16,66.133895,66.133895,66.1439,0,23.255775,1488.37,64,0.000128,0.030015,66.113885,66.1439,0.113885,9.1439,Normal
8.1,24.28,548231,8,21,cbr,1000,29,2835,6250,6250000,clien-8,Switch1,47.68,47.68,47.69008,0,124.941228,124941,1000,0.059605,0.001178,47.68,47.711418,25,75.02352,Normal
8.2,24.5,46338,21,23,cbr,1500,29,1773,9108,13662000,switch1,router,44.164766,44.166566,44.176686,0.0018,1016.516723,1524780,1500,0.130291,0.035846,44.154286,44.190132,1,9.96001,UDP-Flood
24.8,8,169709,24,23,ack,55,9,5290,16088,884840,server1,Router,17.191475,17.191475,17.201478,0,328.113525,18046.2,55,0.008438,0,17.191475,17.221484,1.030054,50.061864,Normal
11,24.11,572377,23,24,tcp,1540,12,15950,16103,24798600,Router,server1,49.550838,49.551421,49.561544,0.000583,328.522879,505925,1540,0.236498,0.000583,49.530592,49.561544,1,50.016373,Normal
4.1,24.24,582122,23,24,cbr,1000,25,3297,6250,6250000,Router,server1,51.39648,51.3968,51.40688,0.00032,124.942826,124943,1000,0.059605,0.00064,51.376,51.40688,25,75.02288,Normal
3,24.3,171846,23,24,tcp,1540,4,5366,16091,24780100,Router,server1,17.416329,17.416329,17.426452,0,328.240918,505490,1540,0.236321,0,17.396083,17.426452,1,50.02192,Normal
24.15,15,407669,22,15,ack,55,16,11779,16092,885060,Switch2,clien-15,36.917554,36.917554,36.927557,0,328.206042,18051.3,55,0.008441,0,36.897547,36.927557,1.030045,50.060221,Normal
24.3,3,344875,24,23,ack,55,4,10202,16091,885005,server1,Router,32.080221,32.080221,32.090225,0,328.241051,18053.3,55,0.00844,0,32.080221,32.110231,1.030029,50.051929,Normal
6,24.6,478745,6,21,tcp,1540,7,13577,16091,24780100,clien-6,Switch1,42.35132,42.35132,42.361443,0,328.192835,505416,1540,0.236321,0,42.35132,42.38169,1,50.029102,Normal
7.1,24.27,404090,23,24,cbr,1000,28,1453,6250,6250000,Router,server1,36.644746,36.645429,36.655509,0.000683,124.941627,124942,1000,0.059605,0.001269,36.624,36.655509,25,75.02336,Normal
10,24.1,333793,23,24,tcp,1540,11,9935,16103,24798600,Router,server1,31.250304,31.250304,31.260427,0,328.561898,505985,1540,0.236498,0,31.230058,31.260427,1,50.010552,Normal
24.2,2,335292,21,2,ack,55,3,9960,16091,885005,Switch1,clien-2,31.36421,31.36421,31.374213,0,328.26412,18054.5,55,0.00844,0,31.344203,31.374213,1.030022,50.048477,Normal
24.14,14,187377,22,14,ack,55,15,5834,16103,885665,Switch2,clien-14,18.875555,18.875555,18.885558,0,328.432001,18063.8,55,0.008446,0,18.855549,18.885558,1.030038,50.059974,Normal
4,24.4,373045,4,21,tcp,1540,5,10912,16091,24780100,clien-4,Switch1,34.242501,34.242501,34.252624,0,328.217832,505455,1540,0.236321,0.000247,34.242501,34.273117,1,50.025368,Normal
11,24.11,135171,23,24,tcp,1540,12,4225,16103,24798600,Router,server1,13.963088,13.963088,13.973211,0,328.522879,505925,1540,0.236498,0,13.942842,13.973211,1,50.016373,Normal
12,24.12,21620,12,22,tcp,1540,13,682,16103,24798600,clien-12,Switch2,3.24291,3.24291,3.253034,0,328.491489,505876,1540,0.236498,0,3.24291,3.27328,1,50.021057,Normal
24.13,13,335621,22,13,ack,55,14,9969,16103,885665,Switch2,clien-13,31.389638,31.389638,31.399641,0,328.460278,18065.3,55,0.008446,0,31.369631,31.399641,1.030032,50.055747,Normal
10,24.1,246550,23,24,tcp,1540,11,7695,16103,24798600,Router,server1,24.448371,24.448371,24.458494,0,328.561898,505985,1540,0.236498,0,24.428125,24.458494,1,50.010552,Normal
8,24.8,195023,21,23,tcp,1540,9,6085,16088,24775500,Switch1,Router,19.585032,19.585032,19.595155,0,328.11323,505294,1540,0.236278,0,19.574908,19.605278,1,50.031854,Normal
11,24.11,502823,11,22,tcp,1540,12,14195,16103,24798600,clien-11,Switch2,44.1988,44.1988,44.208923,0,328.522879,505925,1540,0.236498,0,44.1988,44.22917,1,50.016373,Normal
6.1,24.26,632728,6,21,cbr,1000,27,5810,6250,6250000,clien-6,Switch1,71.48,71.48,71.49008,0,124.942027,124942,1000,0.059605,0.00096,71.48,71.5112,25,75.0232,Normal
24.2,2,381292,24,23,ack,55,3,11120,16091,885005,server1,Router,34.87459,34.87459,34.884593,0,328.26412,18054.5,55,0.00844,0,34.87459,34.904599,1.030022,50.048477,Normal
